sector,name,url
Commerce & Industry,Madras Special Economic Zone (MEPZ),https://www.mepz.gov.in/
Commerce & Industry,"Directorate of Textiles, Maharashtra",https://dirtexmah.gov.in/
Commerce & Industry,National Buildings Construction Corporation Limited (NBCC),https://nbccindia.in/
Commerce & Industry,Office of the Jute Commissioner,https://jutecomm.gov.in/
Commerce & Industry,"Gujarat State Handloom & Handicrafts Development Corporation Ltd., Gujarat",https://garvigurjari.gujarat.gov.in/
Commerce & Industry,"The Tamilnadu Handloom Weavers Co-operative Society Ltd. (Co-optex), Tamil Nadu",https://www.cooptex.gov.in/
Commerce & Industry,"Tool Room Training Center (Extension Center), Patna",https://patna.idtr.gov.in/
Commerce & Industry,"Commissioner for Cooperation and Registrar, Cooperative Societies (CC and RCS), Pune, Maharashtra",https://sahakarayukta.maharashtra.gov.in/
Commerce & Industry,Metallurgical and Engineering Consultants (India) Limited (MECON),
Commerce & Industry,"Bharat Heavy Electricals Limited (BHEL), Power Sector Western Region, Nagpur",
Commerce & Industry,Office of Offical Liquidator,https://olkarnataka.kar.nic.in/
Commerce & Industry,"Santa Cruz Special Economic Zone (SEEPZ), Mumbai",https://seepz.gov.in/
Commerce & Industry,Tobacco Board,https://tobaccoboard.com/
Commerce & Industry,"Employment Exchange for Industries, Development Commissioner (MSME)",
Commerce & Industry,Department for Promotion of Industry and Internal Trade,https://dpiit.gov.in/
Commerce & Industry,"Invest in Meghalaya, Government of Meghalaya",https://investmeghalaya.gov.in/
Commerce & Industry,"Department of Factories, Andhra Pradesh",
Commerce & Industry,National Financial Reporting Authority (NFRA),https://nfra.gov.in/
Commerce & Industry,"Indo German Tool Room, Indore",https://www.igtr-indore.com/
Commerce & Industry,Office of Development Commissioner for Handlooms,https://handlooms.gov.in/
Commerce & Industry,"Industry, Commerce & Enterprises Department, West Bengal",https://wbindustries.gov.in/
Commerce & Industry,Hindustan Salts Limited,https://www.indiansalt.com/
Commerce & Industry,"Kerala State Industrial Development Corporation Ltd., Kerala",https://www.ksidc.org/
Commerce & Industry,Joint Plant Committee (JPC),https://jpcindiansteel.nic.in/
Commerce & Industry,"Development and Facilitation Office, Agra",https://msmediagra.gov.in/
Commerce & Industry,"Jamabandi, Land Records, Haryana",https://jamabandi.nic.in/
Commerce & Industry,"Travancore Titanium Products Limited, Kerala",https://travancoretitanium.com/
Commerce & Industry,"IIFCL Project Limited (IPL), India Infrastructure Finance Company Limited (IIFCL), New Delhi",https://www.iifclprojects.in/
Commerce & Industry,"Hindustan Cables Limited (HCL), Kolkata",
Commerce & Industry,National Productivity Council (NPC),https://www.npcindia.gov.in/
Commerce & Industry,SAMADHAAN,https://samadhaan.msme.gov.in/
Commerce & Industry,e-Yachika Portal,https://eyachikadelhicustoms.gov.in/
Commerce & Industry,Cell for IPR Promotion and Management (CIPAM),
Commerce & Industry,Biju Patnaik National Steel Institute,https://www.bpnsi.org/
Commerce & Industry,National Corporate Social Responsibility Data Portal (CSR),https://www.csr.gov.in/
Commerce & Industry,Engineering Projects (India) Ltd.,https://epi.gov.in/
Commerce & Industry,Singareni Collieries Company Limited (SCCL),https://scclmines.com/
Commerce & Industry,Cochin Special Economic Zone (CSEZ),https://csez.com/
Commerce & Industry,Government e-Marketplace (GeM),https://gem.gov.in/
Commerce & Industry,Manganese Ore (India) Limited (MOIL),https://moil.nic.in/
Commerce & Industry,"District Industries Centre (DIC), Puducherry",https://dic.py.gov.in/
Commerce & Industry,National Institute of Secondary Steel Technology (NISST),
Commerce & Industry,"Global Indices for Reforms & Growth (GIRG), NITI Aayog",https://girg.gov.in/
Commerce & Industry,Bridge and Roof Company (India) Limited,https://www.bridgeroof.co.in/
Commerce & Industry,"Development and Facilitation Office, Guwahati",https://msmedi-guwahati.gov.in/
Commerce & Industry,"Legal Metrology Online Management System Portal, Kerala",https://lmoms.kerala.gov.in/
Commerce & Industry,Fragrance and Flavour Development Centre (FFDC),
Commerce & Industry,"Industrial Extension Cottage, Gujarat",https://craftofgujarat.gujarat.gov.in/
Commerce & Industry,"Credit Guarantee Fund Trust for Micro and Small Enterprise (CGTMSE), Mumbai",https://www.cgtmse.in/
Commerce & Industry,Foreign Investment Facilitation Portal (FIFP),https://fifp.gov.in/
Commerce & Industry,National Mineral Exploration Trust (NMET),https://nmet.gov.in/
Commerce & Industry,"Economic Research Unit (ERU), West Bengal",
Commerce & Industry,"Services Export Promotion Council, Gurgaon",https://www.servicesepc.org/
Commerce & Industry,"Development and Facilitation Office, Ahmedabad",
Commerce & Industry,Heavy Engineering Corporation Limited (HEC),https://www.hecltd.com/
Commerce & Industry,"Department of Textiles, Maharashtra",https://mahatextile.maharashtra.gov.in/en
Commerce & Industry,"Indore Special Economic Zone, Madhya Pradesh",https://indoresez.gov.in/
Commerce & Industry,"Single Window Clearance System (Industries), Rajasthan",https://swcs.rajasthan.gov.in/
Commerce & Industry,Automotive Skills Development Council (ASDC),https://www.asdc.org.in/
Commerce & Industry,Knowledge Integration for Technology Enrichment,
Commerce & Industry,Jute Mark India Scheme,https://trace-textiles.gov.in/
Commerce & Industry,"Ferro Scrap Nigam Limited (FSNL), Chhattigarh",https://fsnl.nic.in/
Commerce & Industry,"Startup Odisha Portal, Odisha",https://startupodisha.gov.in/
Communications & Information Technology,Visvesvaraya PhD Scheme for Electronics & IT,https://phd.digitalindiacorporation.in/
Communications & Information Technology,Punjab Telecom Circle,
Communications & Information Technology,CHAVI-Comprehensive Archive of Imaging in Oncology,https://chavi.ai/
Communications & Information Technology,"Sikkim State Centre, National Informatics Centre (NIC)",https://sikkim.nic.in/
Communications & Information Technology,"e-Pramaan - Framework for e-Authentication by CDAC, MeitY",https://epramaan.gov.in/
Communications & Information Technology,MyGov Madhya Pradesh,https://mp.mygov.in/
Communications & Information Technology,"Software Technology Parks of India (STPI), Bangalore, Karnataka",https://bengaluru.stpi.in/
Communications & Information Technology,"Tamilnadu Postal Circle, Tamil Nadu",https://tamilnadupost.cept.gov.in/
Communications & Information Technology,Uttar Pradesh (West) Telecom Circle,https://upw.bsnl.co.in/
Communications & Information Technology,"Arunachal Pradesh State Centre, National Informatics Centre (NIC)",https://arunachal.nic.in/
Communications & Information Technology,"eServices Portal, Arunachal Pradesh",https://eservice.arunachal.gov.in/
Communications & Information Technology,"Regional Telecom Training centre (RTTC), Trivandrum",
Communications & Information Technology,"Domain Name Registration Services under AC.IN, EDU.IN and RES.IN - ERNET India",https://www.registry.ernet.in/
Communications & Information Technology,"National Institute of Electronics and Information Technology (NIELIT), Aurangabad",https://www.nielit.gov.in/aurangabad
Communications & Information Technology,"Rafi Ahmed Kidwai National Postal Academy (RAKNPA), Ghaziabad",https://raknpa.gov.in/
Communications & Information Technology,Bihar Telecom Circle,https://bihar.bsnl.co.in/
Communications & Information Technology,"Dhirubhai Ambani Institute of Information and Communication Technology, Gandhinagar, Gujarat",https://www.daiict.ac.in/
Communications & Information Technology,"Bihar State Electronics Development Corporation Limited, Beltron, Patna",https://bsedc.bihar.gov.in/
Communications & Information Technology,"Information Technology Park, Chennai (TIDEL Park), Tamil Nadu",https://www.tidelpark.com/
Communications & Information Technology,"Mizoram State Centre, National Informatics Centre (NIC)",https://mizo.nic.in/
Communications & Information Technology,Centre for Development of Telematics (C-Dot),https://www.cdot.in/
Communications & Information Technology,Kerala Postal Circle,
Communications & Information Technology,Maharashtra Postal Circle,
Communications & Information Technology,"DigiLocker-Dedicated personal storage space, linked to residentas Aadhaar number",https://digitallocker.gov.in/
Communications & Information Technology,Technology Development for Indian Languages (TDIL),https://tdil-dc.in/
Communications & Information Technology,"Chhattisgarh State Centre, National Informatics Centre (NIC)",https://chhattisgarh.nic.in/
Communications & Information Technology,Unified Mobile Application for New-age Governance (UMANG),https://web.umang.gov.in/
Communications & Information Technology,"National Institute of Electronics and Information Technology (NIELIT), Agartala",https://www.nielit.gov.in/agartala
Communications & Information Technology,Advanced Level Telecommunication Training Centre (ALTTC),
Communications & Information Technology,"Lakshadweep Information Technology Services Society (LITSS), Lakshadweep",https://litss.utl.gov.in/
Communications & Information Technology,Open Government Platform (OGPL),https://www.opengovplatform.org/
Communications & Information Technology,"The Daily Telegrams, Andaman & Nicobar Islands",https://dt.andaman.gov.in/
Communications & Information Technology,Tamil Nadu Postal Circle,
Communications & Information Technology,NIC API Exchange Platform (NAPIX),https://napix.gov.in/
Communications & Information Technology,"Delhi State Centre, National Informatics Centre (NIC)",https://del.nic.in/
Communications & Information Technology,BSNL International Roaming,
Communications & Information Technology,Universal Service Obligation Fund (USOF),https://usof.gov.in/
Communications & Information Technology,"Uttarakhand State Centre, National Informatics Centre (NIC)",https://uk.nic.in/
Communications & Information Technology,"Information Technology Department, Delhi",https://it.delhi.gov.in/
Communications & Information Technology,Bharat Broadband Network Limited (BBNL),https://bbnl.nic.in/
Communications & Information Technology,"Online Recruitment , National Informatics Centre (NIC)",https://recruitment.nic.in/
Communications & Information Technology,Kerala Telecom Circle,https://kerala.bsnl.co.in/
Communications & Information Technology,"Software Technology Parks of India (STPI), Hyderabad",https://hyderabad.stpi.in/
Communications & Information Technology,Common Services Centers Scheme (CSC),https://csc.gov.in/
Communications & Information Technology,"National Telecommunications Institute for Policy Research, Innovation and Training (NTIPRIT)",https://ntiprit.gov.in/
Communications & Information Technology,Bharat Maps,https://bharatmaps.gov.in/
Communications & Information Technology,AP Postal Circle,https://vijayawadapost.gov.in/
Communications & Information Technology,ICAR-Central Institute of Fisheries Education,https://www.cife.edu.in/
Communications & Information Technology,MyGov Gujarat,https://gujarat.mygov.in/
Communications & Information Technology,MyGov Haryana,https://haryana.mygov.in/
Communications & Information Technology,Uttar Pradesh (East) Telecom Circle,
Communications & Information Technology,"Manipur State Centre, National Informatics Centre (NIC)",https://manipur.nic.in/
Communications & Information Technology,"Odisha State Centre, National Informatics Centre (NIC)",https://odisha.nic.in/
Communications & Information Technology,"Telecommunication Engineering Centre, New Delhi",https://www.tec.gov.in/
Communications & Information Technology,Common Services Centers Jaankari Suvidha,https://jaankari.csccloud.in/
Communications & Information Technology,Center for Excellence in Postal Technology (CEPT),https://cept.gov.in/
Communications & Information Technology,Bharat 5G Portal,https://www.bharat5glabs.gov.in/
Communications & Information Technology,Directorate of Film Festivals,
Communications & Information Technology,Special Manpower Development Program for Chips to System Design (SMDP-C2SD),
Communications & Information Technology,MyGov Tamil Nadu,https://tamilnadu.mygov.in/
Communications & Information Technology,MyGov Uttarakhand,https://uttarakhand.mygov.in/
Communications & Information Technology,National Centre for Next Generation Network,https://www.tec.gov.in/next-generation-network-ngn-2
Communications & Information Technology,Centre for Development of Advanced Computing (C-DAC),https://www.cdac.in/
Communications & Information Technology,E-Forensic Software,https://eforensics.gov.in/
Communications & Information Technology,"Online Consent Management & Monitoring System, Uttar Pradesh",https://upocmms.nic.in/
Communications & Information Technology,SANVARDHAN,
Communications & Information Technology,"Regional Telecom Training Centre (RTTC), Hydrebad",
Communications & Information Technology,"Meghalaya State Centre, National Informatics Centre (NIC)",https://meg.nic.in/
Communications & Information Technology,"Directorate of Information Technology, Electronics & Communication, Assam",https://ditec.assam.gov.in/
Communications & Information Technology,"Software Technology Parks of India (STPI), Bhubaneswar, Odisha",https://bhubaneswar.stpi.in/
Communications & Information Technology,Directorate of Postal Life Insurance,https://pli.indiapost.gov.in/
Communications & Information Technology,MyGov Ladakh,https://ladakh.mygov.in/
Communications & Information Technology,Cashless India,
Communications & Information Technology,MyGov Jammu and Kashmir,https://jk.mygov.in/
Communications & Information Technology,"Anuvaad, Web Service Text Translation",https://anuvaad.bhashini.gov.in/
Communications & Information Technology,Assam Telecom Circle,https://assam.bsnl.co.in/
Communications & Information Technology,Chips to Startup (C2S),https://c2s.gov.in/
Communications & Information Technology,"Goa State Centre, National Informatics Centre (NIC)",https://nicgoa.nic.in/
Communications & Information Technology,Centre for Excellence in Telecom Technology and Management (CETTM),
Communications & Information Technology,Chennai Telephones,https://www.chennai.bsnl.co.in/
Communications & Information Technology,MyGov Manipur,https://manipur.mygov.in/
Communications & Information Technology,National Government Cloud Services,https://ngc.gov.in/
Communications & Information Technology,"Rajasthan State Centre, National Informatics Centre (NIC)",https://raj.nic.in/
Communications & Information Technology,"Software Technology Parks of India (STPI), Kolkata, West Bengal",https://kolkata.stpi.in/
Communications & Information Technology,"Technopark, Thiruvananthapuram, Kerala",https://www.technopark.org/
Communications & Information Technology,Northern Telecom Project Circle,https://www.bsnl.co.in/opencms/bsnl/BSNL/circleweb/NTR
Communications & Information Technology,Digital Gujarat,https://www.digitalgujarat.gov.in/
Communications & Information Technology,National Centre for Communication Security,https://nccs.gov.in/
Communications & Information Technology,"Webcast Services of National Informatics Centre, DIT, Govt. of India",https://webcast.gov.in/
Communications & Information Technology,"Directorate of Information Technology, Tripura",https://dit.tripura.gov.in/
Communications & Information Technology,Jammu and Kashmir Telecom Circle,https://jandk.bsnl.co.in/
Communications & Information Technology,CyCord Portal,
Communications & Information Technology,Digital Communication Innovation Square,https://dcis.dot.gov.in/
Communications & Information Technology,SugamyaWeb,https://sugamyaweb.gov.in/
Communications & Information Technology,Trusted Telecom Portal,https://trustedtelecom.gov.in/
Communications & Information Technology,"Madhya Pradesh State Centre, National Informatics Centre (NIC)",https://mpstate.nic.in/
Communications & Information Technology,Tarang Sanchar Portal,https://tarangsanchar.gov.in/
Communications & Information Technology,Video Conferencing Services of NIC,https://vidcon.nic.in/
Communications & Information Technology,Tamil Nadu Telecom Circle,https://tamilnadu.bsnl.co.in/
Communications & Information Technology,Bharat6G Alliance,https://bharat6galliance.com/
Communications & Information Technology,MyGov Nagaland,https://nagaland.mygov.in/
Communications & Information Technology,National E-Governance Division (NEGD),https://negd.gov.in/
Communications & Information Technology,Rajasthan Telecom Circle,https://rajasthan.bsnl.co.in/
Communications & Information Technology,"Gujarat State Centre, National Informatics Centre (NIC)",https://guj.nic.in/
Communications & Information Technology,Digital India Programme,https://digitalindia.gov.in/
Communications & Information Technology,Central Information Commission (CIC),https://cic.gov.in/
Communications & Information Technology,NIELIT-Online Student Information and Enrollment System,https://student.nielit.gov.in/
Communications & Information Technology,Indian Computer Emergency Response Team (CERT-In),https://www.cert-in.org.in/
Communications & Information Technology,"Electronics Information Technology Biotechnology and Science and Technology Department, Karnataka",https://itbtst.karnataka.gov.in/
Communications & Information Technology,"National Institute of Electronics and Information Technology (NIELIT), Kolkata",https://www.nielit.gov.in/kolkata
Communications & Information Technology,Software Technology Parks of India (STPI),https://www.stpi.in/
Communications & Information Technology,"Karnataka State Centre, National Informatics Centre (NIC)",https://karnataka.nic.in/
Communications & Information Technology,"Computer Proficiency Certification Test (CPCT), Madhya Pradesh",https://www.cpct.mp.gov.in/
Communications & Information Technology,"Mobile Seva-National Mobile Governance Initiative, DeitY, Govt. of India",https://mobileseva.gov.in/
Communications & Information Technology,"Gujarat State Wide Area Network (GSWAN), Gujarat",https://gswan.gujarat.gov.in/
Communications & Information Technology,"Nagaland State Centre, National Informatics Centre (NIC)",https://nagaland.nic.in/
Communications & Information Technology,"National Institute of Electronics and Information Technology (NIELIT), Srinagar, Jammu",https://www.nielit.gov.in/srinagar
Communications & Information Technology,Standardisation Testing and Quality Certification (STQC),https://www.stqc.gov.in/
Communications & Information Technology,API Setu,https://apisetu.gov.in/
Communications & Information Technology,"State Common Entrance Test Cell, Maharashtra",https://cetcell.mahacet.org/
Communications & Information Technology,"Centre for Research and Industrial Staff Performance, Madhya Pradesh",https://crispindia.com/
Communications & Information Technology,Information Security Education and Awareness (ISEA),https://www.isea.gov.in/
Communications & Information Technology,ePost Office-India Post on Your Desktop,https://www.epostoffice.gov.in/
Communications & Information Technology,OpenForge - A platform for open collaborative software development of e-governance applications,https://openforge.gov.in/
Communications & Information Technology,"Society for Promotion of IT (SPIC), Chandigarh",
Communications & Information Technology,"Department of IT & Electronics, Government of Uttar Pradesh",https://upite.gov.in/
Communications & Information Technology,National Video Gateway of Bharat,https://navigatebharat.gov.in/
Communications & Information Technology,"Aaple Sarkar DBT Portal (Direct Benefit Transfer), Maharashtra",https://mahadbt.maharashtra.gov.in/
Communications & Information Technology,"Cyber Swachhta Kendra, Gujarat",https://www.cyberswachhtakendra.gov.in/
Communications & Information Technology,MyGov Tripura,https://tripura.mygov.in/
Communications & Information Technology,Controller of Certifying Authorities (CCA),https://cca.gov.in/
Communications & Information Technology,MyGov Chhattisgarh,https://chhattisgarh.mygov.in/
Communications & Information Technology,E-book of 75 Digital Solutions From NIC,https://75dsn.nic.in/
Communications & Information Technology,"Agency for Promotion of Information Technology, Madhya Pradesh",
Communications & Information Technology,"Mahanagar Telephone Nigam Limited (MTNL), Mumbai",https://mtnlmumbai.in/
Communications & Information Technology,"Telangana State Centre, National Informatics Centre (NIC)",https://tg.nic.in/
Communications & Information Technology,BSNL Portal - Online Payments and Recharge,https://portal.bsnl.in/
Communications & Information Technology,"Rath Jatra, Festival of Chariots at Puri",https://rathjatra.nic.in/
Communications & Information Technology,"National Institute of Electronics and Information Technology (NIELIT), Guwahati",https://www.nielit.gov.in/guwahati
Communications & Information Technology,"Software Technology Park of India (STPI), Guwahati, Assam",https://guwahati.stpi.in/
Communications & Information Technology,"Punjab State Centre, National Informatics Centre (NIC)",https://pbsc.nic.in/
Communications & Information Technology,Content Management Framework (CMF) for Government Websites,https://cmf.gov.in/
Communications & Information Technology,"Commissionerate of Taxes, Finance, Assam",https://comtax.assam.gov.in/
Communications & Information Technology,Digital India Corporation,https://dic.gov.in/
Communications & Information Technology,"Gujarat Informatics Limited (GIL), Gujarat",https://gil.gujarat.gov.in/
Communications & Information Technology,"Ladakh Heli Services, Ladakh",https://heliservice.ladakh.gov.in/
Communications & Information Technology,MyGov Jharkhand,https://jharkhand.mygov.in/
Communications & Information Technology,"Bihar State Centre, National Informatics Centre (NIC)",https://bihar.nic.in/
Communications & Information Technology,PM-WANI Central Registry,https://pmwani.gov.in/wani
Communications & Information Technology,"Jammu and Kashmir State Centre, National Informatics Centre (NIC)",https://jk.nic.in/
Communications & Information Technology,DigiDhan Dashboard,https://digipay.gov.in/dashboard/Default.aspx
Communications & Information Technology,"EMC Division, SAMEER Center for Electromagnetics",https://emc-lab.appspot.com/
Communications & Information Technology,"Software Technology Parks of India (STPI), Thiruvananthapuram, Kerala",https://thiruvananthapuram.stpi.in/
Communications & Information Technology,"Controller of Communication Accounts, Punjab",https://cgca.gov.in/ccapb
Communications & Information Technology,Mobile Seva-National Mobile Governance Initiative,https://mgov.gov.in/
Communications & Information Technology,"Assam State Centre, National Informatics Centre (NIC)",https://assam.nic.in/
Communications & Information Technology,Bengal Chemicals and Pharmaceuticals Limited,https://pharmaceuticals.gov.in/bengal-chemicals-pharmaceuticals-limited
Communications & Information Technology,"Open Government Data Portal, Sikkim",https://sikkim.data.gov.in/
Communications & Information Technology,Presentation Gov: NIC,https://presentations.gov.in/
Communications & Information Technology,"Lakshadweep State Centre, National Informatics Centre (NIC)",https://utl.nic.in/
Communications & Information Technology,"e - District, Assam",https://edistrict.assam.gov.in/
Communications & Information Technology,Indian Language Data Centre (ILDC),https://www.ildc.in/
Communications & Information Technology,Digital India Video Yantriki Application (DIVYA),https://divya.gov.in/
Communications & Information Technology,Karnataka Telecom Circle,https://karnataka.bsnl.co.in/
Communications & Information Technology,MyGov Goa,https://goa.mygov.in/
Communications & Information Technology,India Internet Governance Forum,https://indiaigf.in/
Communications & Information Technology,"National Knowledge Network-Connecting Knowledge Institutions, New Delhi",https://nkn.gov.in/
Communications & Information Technology,INDIAai-Central hub for everything Artificial Intelligence (AI) in India and beyond,https://indiaai.gov.in/
Communications & Information Technology,Design Linked Incentive (DLI),https://chips-dli.gov.in/DLI/HomePage
Communications & Information Technology,India Innovation Centre for Graphene (IICG),https://www.graphenecentre.in/
Communications & Information Technology,Indian Telephone Industries Limited (ITI),https://www.itiltd.in/
Communications & Information Technology,Madhya Pradesh Postal Circle,https://mppost.gov.in/
Communications & Information Technology,"Uttar Pradesh State Centre, National Informatics Centre (NIC)",https://up.nic.in/
Communications & Information Technology,eTaal-Electronic Transaction Aggregation and Analysis Layer,https://etaal.gov.in/
Communications & Information Technology,"Integrated e-Procurement Portal, Chhattisgarh",https://eproc.cgstate.gov.in/
Communications & Information Technology,Abhilekh Patal,https://www.abhilekh-patal.in/jspui
Communications & Information Technology,Digital India Awards,https://digitalindiaawards.india.gov.in/
Communications & Information Technology,India Semiconductor Mission (ISM),https://ism.gov.in/
Communications & Information Technology,"Circle Telecom Training Centre (CTTC), Thiruvananthapuram",
Communications & Information Technology,Madhya Pradesh Telecom Circle,https://mp.bsnl.co.in/
Communications & Information Technology,"National Institute of Electronics and Information Technology (NIELIT), Imphal",https://www.nielit.gov.in/imphal
Communications & Information Technology,Informatics - NIC Newsletter,https://informatics.nic.in/
Communications & Information Technology,Telecom Disputes Settlement and Appellate Tribunal (TDSAT),https://tdsat.gov.in/
Communications & Information Technology,Telecom Regulatory Authority of India (TRAI),https://www.trai.gov.in/
Communications & Information Technology,West Bengal Telecom Circle,https://wb.bsnl.co.in/
Communications & Information Technology,CBSE Exam Results,https://results.cbse.nic.in/
Communications & Information Technology,"Haryana State Centre, National Informatics Centre (NIC)",https://nicharyana.nic.in/
Communications & Information Technology,Postal Training Centre (PTC),https://ptcmysore.gov.in/
Communications & Information Technology,GREENE-An E-Waste Awareness Initiative,https://greene.gov.in/
Communications & Information Technology,"Andaman And Nicobar State Centre, National Informatics Centre (NIC)",https://andaman.nic.in/
Communications & Information Technology,"eDistrict 2.0, West Bengal",https://edistrict.wb.gov.in/
Communications & Information Technology,"Maharashtra State Centre, National Informatics Centre (NIC)",https://maharashtra.nic.in/
Communications & Information Technology,API Directory,https://directory.apisetu.gov.in/
Communications & Information Technology,Andhra Pradesh Telecom Circle,https://ap.bsnl.co.in/
Communications & Information Technology,Calcutta Telephones,https://kolkata.bsnl.co.in/
Communications & Information Technology,e-Granthalaya - A Digital Agenda for Library Automation and Networking,https://egranthalaya.nic.in/
Communications & Information Technology,"Bharat Ratna Bhim Rao Ambedkar Institute of Telecom Training (BRBRAITT), Jabalpur",
Communications & Information Technology,"Sewasetu Portal, Assam",https://sewasetu.assam.gov.in/
Communications & Information Technology,Saral Sanchar Portal,https://saralsanchar.gov.in/
Communications & Information Technology,"Direct Benefit Transfer, Tripura",https://dbttripura.gov.in/
Communications & Information Technology,Stay Safe Online,https://staysafeonline.in/
Communications & Information Technology,Semi-Conductor Laboratory,https://www.scl.gov.in/
Communications & Information Technology,National Centre of Geo-Informatics,https://ncog.gov.in/
Communications & Information Technology,"Controller of Communication Accounts (CCA), Uttarakhand",https://cgca.gov.in/ccauk
Communications & Information Technology,Digital India Internship,https://dii.nic.in/
Communications & Information Technology,Tejas Portal,https://tejasvi.gov.in/
Communications & Information Technology,Vikaspedia-India Development Gateway (InDG),https://vikaspedia.in/
Communications & Information Technology,"Software Technology Parks Of India (STPI), Gandhinagar, Gujarat",https://gandhinagar.stpi.in/
Communications & Information Technology,"Madhya Pradesh PARICHAI - UID Authentication & eKYC Services, Madhya Pradesh",
Communications & Information Technology,MyGov Arunachal Pradesh,https://arunachal.mygov.in/
Communications & Information Technology,"West Bengal State Centre, National Informatics Centre (NIC), West Bengal",https://wb.nic.in/
Communications & Information Technology,"Mizoram State E-Governance Society, Mizoram",https://msegs.mizoram.gov.in/
Communications & Information Technology,DigiBunai CAD Software,https://digibunai.dic.gov.in/
Communications & Information Technology,National Institute of Communication Finance (NICF),https://nicf.gov.in/
Communications & Information Technology,"TICEL Biopark Ltd., Tamil Nadu",https://ticelbiopark.com/
Communications & Information Technology,Biometric Attendance System-Delhi Central (BAS),https://attendance.gov.in/
Communications & Information Technology,"Regional Telecom Training Centre (RTTC), Mysore",
Communications & Information Technology,Chhattisgarh Infotech Promotional Society (CHIPS),https://www.chips.gov.in/
Communications & Information Technology,Haryana Postal Circle,https://circleadmin.haryanapost.gov.in/
Communications & Information Technology,"Controller of Communication Accounts, Uttar Pradesh (West)",https://cgca.gov.in/ccaupeast
Communications & Information Technology,Online Telecom Consumer Complaints Monitoring System,https://tccms.trai.gov.in/
Communications & Information Technology,"Jharkhand State Centre, National Informatics Centre (NIC)",https://nicjharkhand.nic.in/
Communications & Information Technology,BSNL Odisha Circle,https://odisha.bsnl.co.in/
Communications & Information Technology,Semiconductor Integrated Circuits Layout Design Registry (SICLDR),https://sicldr.gov.in/
Communications & Information Technology,Indian Cybercrime Coordination Centre (I4C),https://i4c.mha.gov.in/
Communications & Information Technology,"Information and Publicity Department, Karnataka",https://dipr.karnataka.gov.in/
Communications & Information Technology,ePOST-send messages to any address in India by India Post,https://epost-indiapost.gov.in/
Communications & Information Technology,Himachal Pradesh Telecom Circle,https://hp.bsnl.co.in/
Communications & Information Technology,Uttarakhand Postal Circle,
Communications & Information Technology,GatiShakti Sanchar Portal,https://gatishaktisanchar.gov.in/
Communications & Information Technology,Entity Locker - An Initiative Towards Paperless Governance,https://entity.digilocker.gov.in/
Communications & Information Technology,"National Institute of Electronics and Information Technology, Delhi",https://www.nielit.gov.in/delhi
Communications & Information Technology,"National Institute of Electronics and Information Technology (NIELIT), Calicut",https://www.nielit.gov.in/calicut
Communications & Information Technology,"National Institute of Electronics and Information Technology (NIELIT), Shimla",https://www.nielit.gov.in/shimla
Communications & Information Technology,BSNL - North East-I Telecom Circle,https://ne1.bsnl.co.in/
Communications & Information Technology,"Telecom Factory, Mumbai, BSNL",
Communications & Information Technology,Bhashini: National Public Digital Platform for languages,https://bhashini.gov.in/en
Communications & Information Technology,MyGov Maharashtra,https://maharashtra.mygov.in/
Communications & Information Technology,National Informatics Centre (NIC),https://www.nic.in/
Communications & Information Technology,Electronic Procurement (GePNIC),https://gepnic.gov.in/
Communications & Information Technology,ePARINAM,https://eparinam.gov.in/
Communications & Information Technology,Chhattisgarh Postal Circle,https://www.cgpost.gov.in/
Communications & Information Technology,".IN Registry, National Internet eXchange of India (NIXI)",https://www.registry.in/
Communications & Information Technology,"Controller of Communication Accounts, Uttar Pradesh (East), Lucknow",
Communications & Information Technology,Maharashtra Telecom Circle,https://maharashtra.bsnl.co.in/
Communications & Information Technology,eGovernance Standards Portal,https://egovstandards.gov.in/
Communications & Information Technology,"Rajdharaa - Global Information System, Rajasthan",https://gis.rajasthan.gov.in/
Communications & Information Technology,MyGov Assam,https://assam.mygov.in/
Communications & Information Technology,"SANDES, Government Instant Messaging System",https://www.sandes.gov.in/
Communications & Information Technology,Central Bureau of Communication (CBC),https://cbcindia.gov.in/
Communications & Information Technology,Sanchar Saathi Portal,https://sancharsaathi.gov.in/
Communications & Information Technology,Jharkhand Telecom Circle,https://jharkhand.bsnl.co.in/
Communications & Information Technology,"eProcurement System, Delhi",https://govtprocurement.delhi.gov.in/
Communications & Information Technology,MyGov Uttar Pradesh,https://up.mygov.in/
Communications & Information Technology,DigiLocker,https://www.digilocker.gov.in/
Communications & Information Technology,Digital Locker Authority (DLA),https://dla.gov.in/
Communications & Information Technology,"NIC, Central for Data Governance",https://cdg.nic.in/
Communications & Information Technology,"Telecom Equipment and Services Export Promotion Council (TEPC), New Delhi",https://www.telecomepc.in/
Communications & Information Technology,MyGov Himachal Pradesh,https://himachal.mygov.in/
Communications & Information Technology,"Software Technology Parks of India (STPI), Chennai, Tamilnadu",https://www.chennai.stpi.in/
Communications & Information Technology,"Andhra Pradesh State Centre, National Informatics Centre (NIC)",https://ap.nic.in/
Communications & Information Technology,GOV.IN Registration Services,https://registry.gov.in/
Communications & Information Technology,"M.P. State Electronics Development Corporation Ltd., Madhya Pradesh",https://mpsedc.mp.gov.in/
Communications & Information Technology,MyGov Mizoram,https://mizoram.mygov.in/
Communications & Information Technology,Guidelines for Indian Government Websites (GIGW),https://guidelines.india.gov.in/
